drugbank_id,GenericName,SideEffectTerm,SOC,FrequencyRatingValue
DB00341,cetirizine,fatigue,General disorders and administration site conditions,4
DB00341,cetirizine,epistaxis,Vascular disorders,4
DB00341,cetirizine,epistaxis,"Respiratory, thoracic and mediastinal disorders",4
DB01195,flecainide,asthenia,General disorders and administration site conditions,4
DB01195,flecainide,constipation,Gastrointestinal disorders,4
DB01195,flecainide,chest pain,General disorders and administration site conditions,4
DB01195,flecainide,chest pain,"Respiratory, thoracic and mediastinal disorders",4
DB01195,flecainide,chest pain,Cardiac disorders,4
DB01195,flecainide,palpitations,Cardiac disorders,4
DB01195,flecainide,dyspnoea,"Respiratory, thoracic and mediastinal disorders",4
DB01195,flecainide,dyspnoea,Cardiac disorders,4
DB01195,flecainide,oedema,Metabolism and nutrition disorders,4
DB01195,flecainide,oedema,General disorders and administration site conditions,4
DB01195,flecainide,headache,Nervous system disorders,4
DB01195,flecainide,dizziness,Vascular disorders,5
DB01195,flecainide,dizziness,Cardiac disorders,5
DB01195,flecainide,dizziness,Nervous system disorders,5
DB01195,flecainide,nausea,Gastrointestinal disorders,4
DB01195,flecainide,tremor,Nervous system disorders,4
DB01195,flecainide,fatigue,General disorders and administration site conditions,4
DB01195,flecainide,gastrointestinal pain,Gastrointestinal disorders,4
DB01195,flecainide,abdominal pain,Gastrointestinal disorders,4
DB01195,flecainide,visual impairment,Eye disorders,5
DB00507,nitazoxanide,diarrhoea,Gastrointestinal disorders,4
DB00507,nitazoxanide,vomiting,Gastrointestinal disorders,4
DB00507,nitazoxanide,headache,Nervous system disorders,4
DB00507,nitazoxanide,nausea,Gastrointestinal disorders,4
DB00507,nitazoxanide,gastrointestinal pain,Gastrointestinal disorders,4
DB00507,nitazoxanide,abdominal pain,Gastrointestinal disorders,4
DB00248,cabergoline,gravitational oedema,General disorders and administration site conditions,3
DB00248,cabergoline,gravitational oedema,Cardiac disorders,3
DB00248,cabergoline,asthenia,General disorders and administration site conditions,4
DB00248,cabergoline,decreased appetite,Metabolism and nutrition disorders,4
DB00248,cabergoline,decreased appetite,General disorders and administration site conditions,4
DB00248,cabergoline,breast pain,Reproductive system and breast disorders,4
DB00248,cabergoline,somnolence,Psychiatric disorders,4
DB00248,cabergoline,somnolence,Nervous system disorders,4
DB00248,cabergoline,loss of consciousness,Nervous system disorders,4
DB00248,cabergoline,paraesthesia,Nervous system disorders,4
DB00248,cabergoline,constipation,Gastrointestinal disorders,4
DB00248,cabergoline,feeling abnormal,General disorders and administration site conditions,4
DB00248,cabergoline,osteoarthritis,Musculoskeletal and connective tissue disorders,4
DB00248,cabergoline,anxiety,Psychiatric disorders,4
DB00248,cabergoline,pneumonia,Infections and infestations,4
DB00248,cabergoline,pneumonia,"Respiratory, thoracic and mediastinal disorders",4
DB00248,cabergoline,hallucination,Psychiatric disorders,4
DB00248,cabergoline,bronchitis,Infections and infestations,4
DB00248,cabergoline,bronchitis,"Respiratory, thoracic and mediastinal disorders",4
DB00248,cabergoline,disturbance in attention,Psychiatric disorders,4
DB00248,cabergoline,disturbance in attention,Nervous system disorders,4
DB00248,cabergoline,syncope,Vascular disorders,4
DB00248,cabergoline,syncope,Cardiac disorders,4
DB00248,cabergoline,syncope,Nervous system disorders,4
DB00248,cabergoline,flatulence,Gastrointestinal disorders,4
DB00248,cabergoline,rhinitis,Infections and infestations,4
DB00248,cabergoline,rhinitis,"Respiratory, thoracic and mediastinal disorders",4
DB00248,cabergoline,diarrhoea,Gastrointestinal disorders,4
DB00248,cabergoline,palpitations,Cardiac disorders,4
DB00248,cabergoline,dyspnoea,"Respiratory, thoracic and mediastinal disorders",4
DB00248,cabergoline,dyspnoea,Cardiac disorders,4
DB00248,cabergoline,confusional state,Psychiatric disorders,4
DB00248,cabergoline,confusional state,Nervous system disorders,4
DB00248,cabergoline,pain,General disorders and administration site conditions,4
DB00248,cabergoline,arthropathy,Musculoskeletal and connective tissue disorders,4
DB00248,cabergoline,mental disability,Social circumstances,4
DB00248,cabergoline,sleep disorder,Psychiatric disorders,4
DB00248,cabergoline,toothache,Gastrointestinal disorders,3
DB00248,cabergoline,dysmenorrhoea,Reproductive system and breast disorders,4
DB00248,cabergoline,hypertension,Vascular disorders,4
DB00248,cabergoline,vertigo,Ear and labyrinth disorders,4
DB00248,cabergoline,vertigo,Nervous system disorders,4
DB00248,cabergoline,influenza,Infections and infestations,4
DB00248,cabergoline,influenza,"Respiratory, thoracic and mediastinal disorders",4
DB00248,cabergoline,ill-defined disorder,General disorders and administration site conditions,3
DB00248,cabergoline,hyperhidrosis,General disorders and administration site conditions,4
DB00248,cabergoline,hyperhidrosis,Skin and subcutaneous tissue disorders,4
DB00248,cabergoline,vomiting,Gastrointestinal disorders,4
DB00248,cabergoline,urinary tract infection,Infections and infestations,4
DB00248,cabergoline,urinary tract infection,Renal and urinary disorders,4
DB00248,cabergoline,headache,Nervous system disorders,5
DB00248,cabergoline,gastritis,Gastrointestinal disorders,4
DB00248,cabergoline,dizziness,Vascular disorders,5
DB00248,cabergoline,dizziness,Cardiac disorders,5
DB00248,cabergoline,dizziness,Nervous system disorders,5
DB00248,cabergoline,periorbital oedema,Eye disorders,3
DB00248,cabergoline,periorbital oedema,Immune system disorders,3
DB00248,cabergoline,periorbital oedema,Skin and subcutaneous tissue disorders,3
DB00248,cabergoline,throat irritation,Gastrointestinal disorders,3
DB00248,cabergoline,throat irritation,"Respiratory, thoracic and mediastinal disorders",3
DB00248,cabergoline,dry mouth,Gastrointestinal disorders,4
DB00248,cabergoline,orthostatic hypotension,Vascular disorders,4
DB00248,cabergoline,orthostatic hypotension,Nervous system disorders,4
DB00248,cabergoline,back pain,Musculoskeletal and connective tissue disorders,4
DB00248,cabergoline,nervousness,Psychiatric disorders,4
DB00248,cabergoline,nausea,Gastrointestinal disorders,5
DB00248,cabergoline,shock,Vascular disorders,4
DB00248,cabergoline,influenza like illness,General disorders and administration site conditions,3
DB00248,cabergoline,acne,Skin and subcutaneous tissue disorders,3
DB00248,cabergoline,tension,Psychiatric disorders,4
DB00248,cabergoline,discomfort,General disorders and administration site conditions,3
DB00248,cabergoline,fatigue,General disorders and administration site conditions,4
DB00248,cabergoline,arthralgia,Musculoskeletal and connective tissue disorders,3
DB00248,cabergoline,gastrointestinal pain,Gastrointestinal disorders,4
DB00248,cabergoline,prostatic disorder,Reproductive system and breast disorders,4
DB00248,cabergoline,euphoric mood,Psychiatric disorders,4
DB00248,cabergoline,malaise,General disorders and administration site conditions,3
DB00248,cabergoline,dyspepsia,Gastrointestinal disorders,4
DB00248,cabergoline,abdominal pain,Gastrointestinal disorders,4
DB00248,cabergoline,nightmare,Psychiatric disorders,4
DB00248,cabergoline,oedema peripheral,Metabolism and nutrition disorders,4
DB00248,cabergoline,oedema peripheral,General disorders and administration site conditions,4
DB00248,cabergoline,oedema peripheral,Cardiac disorders,4
DB00248,cabergoline,hypotension,Vascular disorders,4
DB00248,cabergoline,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,3
DB00248,cabergoline,pruritus,Skin and subcutaneous tissue disorders,3
DB00248,cabergoline,visual impairment,Eye disorders,3
DB00918,almotriptan,asthenia,General disorders and administration site conditions,3
DB00918,almotriptan,arthritis,Musculoskeletal and connective tissue disorders,2
DB00918,almotriptan,somnolence,Psychiatric disorders,4
DB00918,almotriptan,somnolence,Nervous system disorders,4
DB00918,almotriptan,loss of consciousness,Nervous system disorders,2
DB00918,almotriptan,paraesthesia,Nervous system disorders,4
DB00918,almotriptan,pharyngitis,Gastrointestinal disorders,3
DB00918,almotriptan,pharyngitis,Infections and infestations,3
DB00918,almotriptan,pharyngitis,"Respiratory, thoracic and mediastinal disorders",3
DB00918,almotriptan,colitis,Gastrointestinal disorders,2
DB00918,almotriptan,anxiety,Psychiatric disorders,3
DB00918,almotriptan,bronchitis,Infections and infestations,3
DB00918,almotriptan,bronchitis,"Respiratory, thoracic and mediastinal disorders",3
DB00918,almotriptan,coordination abnormal,Nervous system disorders,2
DB00918,almotriptan,disturbance in attention,Psychiatric disorders,2
DB00918,almotriptan,disturbance in attention,Nervous system disorders,2
DB00918,almotriptan,dry eye,Eye disorders,2
DB00918,almotriptan,dermatitis,Skin and subcutaneous tissue disorders,3
DB00918,almotriptan,chest pain,General disorders and administration site conditions,3
DB00918,almotriptan,chest pain,"Respiratory, thoracic and mediastinal disorders",3
DB00918,almotriptan,chest pain,Cardiac disorders,3
DB00918,almotriptan,laryngospasm,"Respiratory, thoracic and mediastinal disorders",3
DB00918,almotriptan,laryngitis,Infections and infestations,2
DB00918,almotriptan,laryngitis,"Respiratory, thoracic and mediastinal disorders",2
DB00918,almotriptan,erythema,Skin and subcutaneous tissue disorders,2
DB00918,almotriptan,sinusitis,Infections and infestations,3
DB00918,almotriptan,sinusitis,"Respiratory, thoracic and mediastinal disorders",3
DB00918,almotriptan,parosmia,"Respiratory, thoracic and mediastinal disorders",2
DB00918,almotriptan,parosmia,Nervous system disorders,2
DB00918,almotriptan,syncope,Vascular disorders,2
DB00918,almotriptan,syncope,Cardiac disorders,2
DB00918,almotriptan,syncope,Nervous system disorders,2
DB00918,almotriptan,diplopia,Eye disorders,2
DB00918,almotriptan,diplopia,Nervous system disorders,2
DB00918,almotriptan,rhinitis,Infections and infestations,3
DB00918,almotriptan,rhinitis,"Respiratory, thoracic and mediastinal disorders",3
DB00918,almotriptan,sneezing,"Respiratory, thoracic and mediastinal disorders",2
DB00918,almotriptan,hyperacusis,Ear and labyrinth disorders,2
DB00918,almotriptan,hyperacusis,Nervous system disorders,2
DB00918,almotriptan,diarrhoea,Gastrointestinal disorders,3
DB00918,almotriptan,tachycardia,Cardiac disorders,3
DB00918,almotriptan,palpitations,Cardiac disorders,3
DB00918,almotriptan,dyspnoea,"Respiratory, thoracic and mediastinal disorders",3
DB00918,almotriptan,dyspnoea,Cardiac disorders,3
DB00918,almotriptan,nystagmus,Eye disorders,2
DB00918,almotriptan,nystagmus,Nervous system disorders,2
DB00918,almotriptan,insomnia,Psychiatric disorders,2
DB00918,almotriptan,insomnia,Nervous system disorders,2
DB00918,almotriptan,gastrooesophageal reflux disease,Gastrointestinal disorders,2
DB00918,almotriptan,thirst,Metabolism and nutrition disorders,3
DB00918,almotriptan,thirst,General disorders and administration site conditions,3
DB00918,almotriptan,gastroenteritis,Gastrointestinal disorders,3
DB00918,almotriptan,gastroenteritis,Infections and infestations,3
DB00918,almotriptan,myalgia,Musculoskeletal and connective tissue disorders,3
DB00918,almotriptan,pain,General disorders and administration site conditions,3
DB00918,almotriptan,tinnitus,Ear and labyrinth disorders,3
DB00918,almotriptan,tinnitus,Nervous system disorders,3
DB00918,almotriptan,mental disability,Social circumstances,2
DB00918,almotriptan,ear pain,Ear and labyrinth disorders,3
DB00918,almotriptan,dysgeusia,Gastrointestinal disorders,2
DB00918,almotriptan,dysgeusia,Nervous system disorders,2
DB00918,almotriptan,dysmenorrhoea,Reproductive system and breast disorders,3
DB00918,almotriptan,hypertension,Vascular disorders,2
DB00918,almotriptan,vertigo,Ear and labyrinth disorders,3
DB00918,almotriptan,vertigo,Nervous system disorders,3
DB00918,almotriptan,otitis media,Infections and infestations,2
DB00918,almotriptan,otitis media,Ear and labyrinth disorders,2
DB00918,almotriptan,hyperhidrosis,General disorders and administration site conditions,3
DB00918,almotriptan,hyperhidrosis,Skin and subcutaneous tissue disorders,3
DB00918,almotriptan,conjunctivitis,Eye disorders,2
DB00918,almotriptan,conjunctivitis,Infections and infestations,2
DB00918,almotriptan,vomiting,Gastrointestinal disorders,4
DB00918,almotriptan,vasodilation procedure,Surgical and medical procedures,3
DB00918,almotriptan,headache,Nervous system disorders,4
DB00918,almotriptan,neuropathy peripheral,Nervous system disorders,2
DB00918,almotriptan,gastritis,Gastrointestinal disorders,2
DB00918,almotriptan,body temperature increased,Investigations,2
DB00918,almotriptan,dizziness,Vascular disorders,3
DB00918,almotriptan,dizziness,Cardiac disorders,3
DB00918,almotriptan,dizziness,Nervous system disorders,3
DB00918,almotriptan,myopathy,Musculoskeletal and connective tissue disorders,2
DB00918,almotriptan,hypoaesthesia,Nervous system disorders,3
DB00918,almotriptan,eye irritation,Eye disorders,2
DB00918,almotriptan,agitation,Psychiatric disorders,3
DB00918,almotriptan,agitation,Nervous system disorders,3
DB00918,almotriptan,hyperventilation,"Respiratory, thoracic and mediastinal disorders",2
DB00918,almotriptan,hyperventilation,Psychiatric disorders,2
DB00918,almotriptan,muscular weakness,Musculoskeletal and connective tissue disorders,2
DB00918,almotriptan,muscular weakness,Nervous system disorders,2
DB00918,almotriptan,dry mouth,Gastrointestinal disorders,4
DB00918,almotriptan,hyperreflexia,Nervous system disorders,2
DB00918,almotriptan,back pain,Musculoskeletal and connective tissue disorders,3
DB00918,almotriptan,nervousness,Psychiatric disorders,2
DB00918,almotriptan,nausea,Gastrointestinal disorders,4
DB00918,almotriptan,shock,Vascular disorders,2
DB00918,almotriptan,neck pain,Musculoskeletal and connective tissue disorders,3
DB00918,almotriptan,tremor,Nervous system disorders,3
DB00918,almotriptan,hypertonia,Musculoskeletal and connective tissue disorders,2
DB00918,almotriptan,hypertonia,Nervous system disorders,2
DB00918,almotriptan,tension,Psychiatric disorders,2
DB00918,almotriptan,fatigue,General disorders and administration site conditions,3
DB00918,almotriptan,arthralgia,Musculoskeletal and connective tissue disorders,2
DB00918,almotriptan,hyperglycaemia,Metabolism and nutrition disorders,3
DB00918,almotriptan,hyperglycaemia,Endocrine disorders,3
DB00918,almotriptan,salivary hypersecretion,Gastrointestinal disorders,2
DB00918,almotriptan,chills,Musculoskeletal and connective tissue disorders,3
DB00918,almotriptan,chills,General disorders and administration site conditions,3
DB00918,almotriptan,hypercholesterolaemia,Metabolism and nutrition disorders,2
DB00918,almotriptan,euphoric mood,Psychiatric disorders,2
DB00918,almotriptan,rash,Skin and subcutaneous tissue disorders,3
DB00918,almotriptan,dyspepsia,Gastrointestinal disorders,3
DB00918,almotriptan,abdominal pain,Gastrointestinal disorders,3
DB00918,almotriptan,nightmare,Psychiatric disorders,2
DB00918,almotriptan,eye pain,Eye disorders,2
DB00918,almotriptan,photosensitivity reaction,Skin and subcutaneous tissue disorders,2
DB00918,almotriptan,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,3
DB00918,almotriptan,epistaxis,Vascular disorders,2
DB00918,almotriptan,epistaxis,"Respiratory, thoracic and mediastinal disorders",2
DB00918,almotriptan,pruritus,Skin and subcutaneous tissue disorders,3
DB06413,armodafinil,asthenia,General disorders and administration site conditions,4
DB06413,armodafinil,decreased appetite,Metabolism and nutrition disorders,4
DB06413,armodafinil,decreased appetite,General disorders and administration site conditions,4
DB06413,armodafinil,paraesthesia,Nervous system disorders,4
DB06413,armodafinil,constipation,Gastrointestinal disorders,4
DB06413,armodafinil,anxiety,Psychiatric disorders,4
DB06413,armodafinil,disturbance in attention,Psychiatric disorders,4
DB06413,armodafinil,disturbance in attention,Nervous system disorders,4
DB06413,armodafinil,dermatitis,Skin and subcutaneous tissue disorders,4
DB06413,armodafinil,polyuria,Renal and urinary disorders,4
DB06413,armodafinil,diarrhoea,Gastrointestinal disorders,4
DB06413,armodafinil,tachycardia,Cardiac disorders,4
DB06413,armodafinil,palpitations,Cardiac disorders,4
DB06413,armodafinil,dyspnoea,"Respiratory, thoracic and mediastinal disorders",4
DB06413,armodafinil,dyspnoea,Cardiac disorders,4
DB06413,armodafinil,insomnia,Psychiatric disorders,4
DB06413,armodafinil,insomnia,Nervous system disorders,4
DB06413,armodafinil,thirst,Metabolism and nutrition disorders,4
DB06413,armodafinil,thirst,General disorders and administration site conditions,4
DB06413,armodafinil,pain,General disorders and administration site conditions,4
DB06413,armodafinil,hyperhidrosis,General disorders and administration site conditions,4
DB06413,armodafinil,hyperhidrosis,Skin and subcutaneous tissue disorders,4
DB06413,armodafinil,vomiting,Gastrointestinal disorders,4
DB06413,armodafinil,abdominal pain upper,Gastrointestinal disorders,4
DB06413,armodafinil,headache,Nervous system disorders,5
DB06413,armodafinil,dermatitis contact,Immune system disorders,4
DB06413,armodafinil,dermatitis contact,Skin and subcutaneous tissue disorders,4
DB06413,armodafinil,dermatitis contact,"Injury, poisoning and procedural complications",4
DB06413,armodafinil,body temperature increased,Investigations,4
DB06413,armodafinil,dizziness,Vascular disorders,4
DB06413,armodafinil,dizziness,Cardiac disorders,4
DB06413,armodafinil,dizziness,Nervous system disorders,4
DB06413,armodafinil,agitation,Psychiatric disorders,4
DB06413,armodafinil,agitation,Nervous system disorders,4
DB06413,armodafinil,migraine,Vascular disorders,4
DB06413,armodafinil,migraine,Nervous system disorders,4
DB06413,armodafinil,depressed mood,Psychiatric disorders,4
DB06413,armodafinil,urine output increased,Investigations,4
DB06413,armodafinil,dry mouth,Gastrointestinal disorders,4
DB06413,armodafinil,gamma-glutamyltransferase increased,Investigations,4
DB06413,armodafinil,nervousness,Psychiatric disorders,4
DB06413,armodafinil,nausea,Gastrointestinal disorders,4
DB06413,armodafinil,depression,Psychiatric disorders,4
DB06413,armodafinil,influenza like illness,General disorders and administration site conditions,4
DB06413,armodafinil,tremor,Nervous system disorders,4
DB06413,armodafinil,tension,Psychiatric disorders,4
DB06413,armodafinil,fatigue,General disorders and administration site conditions,4
DB06413,armodafinil,rash,Skin and subcutaneous tissue disorders,4
DB06413,armodafinil,dyspepsia,Gastrointestinal disorders,4
DB06413,armodafinil,seasonal allergy,Eye disorders,4
DB06413,armodafinil,seasonal allergy,Immune system disorders,4
DB06413,armodafinil,seasonal allergy,"Respiratory, thoracic and mediastinal disorders",4
DB06594,agomelatine,paraesthesia,Nervous system disorders,3
DB06594,agomelatine,urticaria,Immune system disorders,3
DB06594,agomelatine,urticaria,Skin and subcutaneous tissue disorders,3
DB06594,agomelatine,hepatitis,Hepatobiliary disorders,2
DB06594,agomelatine,rash erythematous,Skin and subcutaneous tissue disorders,2
DB06594,agomelatine,eczema,Skin and subcutaneous tissue disorders,3
DB06594,agomelatine,vision blurred,Eye disorders,3
DB06594,agomelatine,vision blurred,Nervous system disorders,3
DB06594,agomelatine,pruritus,Skin and subcutaneous tissue disorders,3
DB01002,levobupivacaine,wound secretion,General disorders and administration site conditions,4
DB01002,levobupivacaine,wound secretion,"Injury, poisoning and procedural complications",4
DB01002,levobupivacaine,breast pain,Reproductive system and breast disorders,3
DB01002,levobupivacaine,somnolence,Psychiatric disorders,4
DB01002,levobupivacaine,somnolence,Nervous system disorders,4
DB01002,levobupivacaine,paraesthesia,Nervous system disorders,4
DB01002,levobupivacaine,constipation,Gastrointestinal disorders,4
DB01002,levobupivacaine,anxiety,Psychiatric disorders,4
DB01002,levobupivacaine,body temperature decreased,Investigations,4
DB01002,levobupivacaine,urine analysis abnormal,Investigations,4
DB01002,levobupivacaine,leukocytosis,Blood and lymphatic system disorders,3
DB01002,levobupivacaine,urinary incontinence,Renal and urinary disorders,3
DB01002,levobupivacaine,urinary incontinence,Nervous system disorders,3
DB01002,levobupivacaine,flatulence,Gastrointestinal disorders,4
DB01002,levobupivacaine,diplopia,Eye disorders,4
DB01002,levobupivacaine,diplopia,Nervous system disorders,4
DB01002,levobupivacaine,diarrhoea,Gastrointestinal disorders,4
DB01002,levobupivacaine,tachycardia,Cardiac disorders,4
DB01002,levobupivacaine,cough,"Respiratory, thoracic and mediastinal disorders",3
DB01002,levobupivacaine,abdominal distension,Gastrointestinal disorders,4
DB01002,levobupivacaine,pain,General disorders and administration site conditions,4
DB01002,levobupivacaine,haematuria,Reproductive system and breast disorders,4
DB01002,levobupivacaine,haematuria,Vascular disorders,4
DB01002,levobupivacaine,haematuria,Renal and urinary disorders,4
DB01002,levobupivacaine,hypothermia,General disorders and administration site conditions,4
DB01002,levobupivacaine,hypothermia,"Injury, poisoning and procedural complications",4
DB01002,levobupivacaine,electrocardiogram abnormal,Investigations,4
DB01002,levobupivacaine,hypertension,Vascular disorders,4
DB01002,levobupivacaine,vascular purpura,Vascular disorders,4
DB01002,levobupivacaine,vascular purpura,Blood and lymphatic system disorders,4
DB01002,levobupivacaine,vascular purpura,Skin and subcutaneous tissue disorders,4
DB01002,levobupivacaine,vomiting,Gastrointestinal disorders,4
DB01002,levobupivacaine,bradycardia,Cardiac disorders,4
DB01002,levobupivacaine,urinary tract infection,Infections and infestations,3
DB01002,levobupivacaine,urinary tract infection,Renal and urinary disorders,3
DB01002,levobupivacaine,headache,Nervous system disorders,4
DB01002,levobupivacaine,body temperature increased,Investigations,4
DB01002,levobupivacaine,dizziness,Vascular disorders,4
DB01002,levobupivacaine,dizziness,Cardiac disorders,4
DB01002,levobupivacaine,dizziness,Nervous system disorders,4
DB01002,levobupivacaine,hypoaesthesia,Nervous system disorders,4
DB01002,levobupivacaine,procedural pain,General disorders and administration site conditions,4
DB01002,levobupivacaine,procedural pain,"Injury, poisoning and procedural complications",4
DB01002,levobupivacaine,back pain,Musculoskeletal and connective tissue disorders,4
DB01002,levobupivacaine,nausea,Gastrointestinal disorders,5
DB01002,levobupivacaine,gastrointestinal pain,Gastrointestinal disorders,4
DB01002,levobupivacaine,chills,Musculoskeletal and connective tissue disorders,4
DB01002,levobupivacaine,chills,General disorders and administration site conditions,4
DB01002,levobupivacaine,anaemia,Blood and lymphatic system disorders,4
DB01002,levobupivacaine,urine abnormality,Renal and urinary disorders,4
DB01002,levobupivacaine,purpura,Vascular disorders,4
DB01002,levobupivacaine,purpura,Blood and lymphatic system disorders,4
DB01002,levobupivacaine,purpura,Skin and subcutaneous tissue disorders,4
DB01002,levobupivacaine,dyspepsia,Gastrointestinal disorders,4
DB01002,levobupivacaine,abdominal pain,Gastrointestinal disorders,4
DB01002,levobupivacaine,hypotension,Vascular disorders,5
DB01002,levobupivacaine,pruritus,Skin and subcutaneous tissue disorders,4
DB00539,toremifene,dry eye,Eye disorders,4
DB00539,toremifene,hot flush,Reproductive system and breast disorders,5
DB00539,toremifene,hot flush,General disorders and administration site conditions,5
DB00539,toremifene,hot flush,Vascular disorders,5
DB00539,toremifene,diplopia,Eye disorders,4
DB00539,toremifene,diplopia,Nervous system disorders,4
DB00539,toremifene,cardiac failure,Cardiac disorders,3
DB00539,toremifene,myocardial infarction,Vascular disorders,3
DB00539,toremifene,myocardial infarction,Cardiac disorders,3
DB00539,toremifene,oedema,Metabolism and nutrition disorders,4
DB00539,toremifene,oedema,General disorders and administration site conditions,4
DB00539,toremifene,pulmonary embolism,Vascular disorders,3
DB00539,toremifene,pulmonary embolism,"Respiratory, thoracic and mediastinal disorders",3
DB00539,toremifene,hyperhidrosis,General disorders and administration site conditions,5
DB00539,toremifene,hyperhidrosis,Skin and subcutaneous tissue disorders,5
DB00539,toremifene,vomiting,Gastrointestinal disorders,4
DB00539,toremifene,cataract,Eye disorders,4
DB00539,toremifene,arrhythmia,Cardiac disorders,3
DB00539,toremifene,dizziness,Vascular disorders,4
DB00539,toremifene,dizziness,Cardiac disorders,4
DB00539,toremifene,dizziness,Nervous system disorders,4
DB00539,toremifene,vaginal discharge,Reproductive system and breast disorders,5
DB00539,toremifene,glaucoma,Eye disorders,3
DB00539,toremifene,thrombosis,Vascular disorders,4
DB00539,toremifene,nausea,Gastrointestinal disorders,5
DB00539,toremifene,angina pectoris,Vascular disorders,3
DB00539,toremifene,angina pectoris,Cardiac disorders,3
DB00539,toremifene,thrombophlebitis,Vascular disorders,3
DB00539,toremifene,acute coronary syndrome,Vascular disorders,3
DB00539,toremifene,acute coronary syndrome,Cardiac disorders,3
DB00539,toremifene,vaginal haemorrhage,Reproductive system and breast disorders,4
DB00539,toremifene,vaginal haemorrhage,Vascular disorders,4
DB00539,toremifene,menopausal symptoms,Reproductive system and breast disorders,5
DB00539,toremifene,hypercalcaemia,Metabolism and nutrition disorders,4
DB00539,toremifene,hypercalcaemia,Endocrine disorders,4
DB00539,toremifene,visual impairment,Eye disorders,4
DB00426,famciclovir,asthenia,General disorders and administration site conditions,4
DB00426,famciclovir,leukopenia,Blood and lymphatic system disorders,4
DB00426,famciclovir,somnolence,Psychiatric disorders,2
DB00426,famciclovir,somnolence,Nervous system disorders,2
DB00426,famciclovir,paraesthesia,Nervous system disorders,3
DB00426,famciclovir,constipation,Gastrointestinal disorders,4
DB00426,famciclovir,feeling abnormal,General disorders and administration site conditions,3
DB00426,famciclovir,anxiety,Psychiatric disorders,3
DB00426,famciclovir,dermatitis,Skin and subcutaneous tissue disorders,3
DB00426,famciclovir,fungal infection,Infections and infestations,3
DB00426,famciclovir,blood creatine phosphokinase increased,Investigations,4
DB00426,famciclovir,nasopharyngitis,Infections and infestations,4
DB00426,famciclovir,nasopharyngitis,"Respiratory, thoracic and mediastinal disorders",4
DB00426,famciclovir,sinusitis,Infections and infestations,5
DB00426,famciclovir,sinusitis,"Respiratory, thoracic and mediastinal disorders",5
DB00426,famciclovir,flatulence,Gastrointestinal disorders,4
DB00426,famciclovir,urticaria,Immune system disorders,2
DB00426,famciclovir,urticaria,Skin and subcutaneous tissue disorders,2
DB00426,famciclovir,laryngeal pain,"Respiratory, thoracic and mediastinal disorders",4
DB00426,famciclovir,diarrhoea,Gastrointestinal disorders,4
DB00426,famciclovir,palpitations,Cardiac disorders,3
DB00426,famciclovir,insomnia,Psychiatric disorders,4
DB00426,famciclovir,insomnia,Nervous system disorders,4
DB00426,famciclovir,confusional state,Psychiatric disorders,3
DB00426,famciclovir,confusional state,Nervous system disorders,3
DB00426,famciclovir,myalgia,Musculoskeletal and connective tissue disorders,1
DB00426,famciclovir,neutropenia,Blood and lymphatic system disorders,4
DB00426,famciclovir,upper respiratory tract infection,Infections and infestations,5
DB00426,famciclovir,upper respiratory tract infection,"Respiratory, thoracic and mediastinal disorders",5
DB00426,famciclovir,dysmenorrhoea,Reproductive system and breast disorders,4
DB00426,famciclovir,hyperhidrosis,General disorders and administration site conditions,4
DB00426,famciclovir,hyperhidrosis,Skin and subcutaneous tissue disorders,4
DB00426,famciclovir,vomiting,Gastrointestinal disorders,3
DB00426,famciclovir,abdominal pain upper,Gastrointestinal disorders,4
DB00426,famciclovir,headache,Nervous system disorders,4
DB00426,famciclovir,body temperature increased,Investigations,4
DB00426,famciclovir,dizziness,Vascular disorders,3
DB00426,famciclovir,dizziness,Cardiac disorders,3
DB00426,famciclovir,dizziness,Nervous system disorders,3
DB00426,famciclovir,abdominal discomfort,Gastrointestinal disorders,3
DB00426,famciclovir,periorbital oedema,Eye disorders,3
DB00426,famciclovir,periorbital oedema,Immune system disorders,3
DB00426,famciclovir,periorbital oedema,Skin and subcutaneous tissue disorders,3
DB00426,famciclovir,migraine,Vascular disorders,3
DB00426,famciclovir,migraine,Nervous system disorders,3
DB00426,famciclovir,pharyngeal oedema,Immune system disorders,3
DB00426,famciclovir,pharyngeal oedema,Skin and subcutaneous tissue disorders,3
DB00426,famciclovir,pharyngeal oedema,"Respiratory, thoracic and mediastinal disorders",3
DB00426,famciclovir,nausea,Gastrointestinal disorders,3
DB00426,famciclovir,face oedema,Immune system disorders,3
DB00426,famciclovir,face oedema,General disorders and administration site conditions,3
DB00426,famciclovir,face oedema,Skin and subcutaneous tissue disorders,3
DB00426,famciclovir,eyelid oedema,Eye disorders,3
DB00426,famciclovir,eyelid oedema,Immune system disorders,3
DB00426,famciclovir,eyelid oedema,Skin and subcutaneous tissue disorders,3
DB00426,famciclovir,fatigue,General disorders and administration site conditions,4
DB00426,famciclovir,arthralgia,Musculoskeletal and connective tissue disorders,1
DB00426,famciclovir,anaemia,Blood and lymphatic system disorders,3
DB00426,famciclovir,rash,Skin and subcutaneous tissue disorders,3
DB00426,famciclovir,angioedema,Immune system disorders,3
DB00426,famciclovir,angioedema,Skin and subcutaneous tissue disorders,3
DB00426,famciclovir,angioedema,"Respiratory, thoracic and mediastinal disorders",3
